GEOID,State,County,GeoName,2019_affectweather,2019_citizens,2019_fundrenewables,2019_rebates,2019_supportRPS,2020_affectweather,2020_citizens,2020_fundrenewables,2020_rebates,2020_supportRPS,2021_affectweather,2021_citizens,2021_fundrenewables,2021_rebates,2021_supportRPS
1061, Alabama,Geneva County,"Geneva County, Alabama",42.732999999999997,53.518999999999998,76.757000000000005,75.146000000000001,50.036000000000001,45.77,52.4,79.614999999999995,75.628,52.319000000000003,44.247,52.811999999999998,67.037000000000006,69.162000000000006,51.874000000000002
1063, Alabama,Greene County,"Greene County, Alabama",57.552999999999997,63.777000000000001,81.271000000000001,81.153999999999996,62.694000000000003,61.511000000000003,64.403999999999996,84.712999999999994,81.489999999999995,66.954999999999998,58.372,67.039000000000001,74.238,76.813000000000002,60.762
1065, Alabama,Hale County,"Hale County, Alabama",49.331000000000003,60.536000000000001,79.176000000000002,81.356999999999999,60.29,55.386000000000003,61.331000000000003,83.201999999999998,81.98,64.2,60.453000000000003,62.509,75.501999999999995,77.820999999999998,64.418000000000006
1067, Alabama,Henry County,"Henry County, Alabama",47.460999999999999,55.779000000000003,78.129000000000005,77.021000000000001,53.932000000000002,50.518000000000001,54.923999999999999,81.16,77.489000000000004,57.113999999999997,49.753,56.304000000000002,70.771000000000001,72.248999999999995,56.531999999999996
1069, Alabama,Houston County,"Houston County, Alabama",46.02,54.588999999999999,77.941000000000003,76.885000000000005,53.981000000000002,50.436,54.146000000000001,81.31,77.753,56.167999999999999,49.877000000000002,55.863,70.686999999999998,72.98,54.664999999999999
1071, Alabama,Jackson County,"Jackson County, Alabama",38.533999999999999,52.207999999999998,76.344999999999999,76.447999999999993,50.359000000000002,42.497,52.145000000000003,80.218000000000004,76.843999999999994,54.024999999999999,41.706000000000003,51.972999999999999,66.695999999999998,69.971000000000004,50.485999999999997
1073, Alabama,Jefferson County,"Jefferson County, Alabama",55.131999999999998,62.167000000000002,80.994,80.346999999999994,60.243000000000002,60.868000000000002,62.442999999999998,84.673000000000002,81.454999999999998,63.061999999999998,61.396000000000001,64.325999999999993,76.352999999999994,77.349999999999994,62.636000000000003
1075, Alabama,Lamar County,"Lamar County, Alabama",40.445999999999998,53.012,76.162999999999997,75.441999999999993,49.701000000000001,42.430999999999997,50.768999999999998,79.031999999999996,75.614000000000004,52.063000000000002,43.393999999999998,51.45,67.369,69.519000000000005,51.811
1077, Alabama,Lauderdale County,"Lauderdale County, Alabama",45.954000000000001,57.649000000000001,78.465000000000003,78.078999999999994,55.725999999999999,51.747999999999998,56.642000000000003,81.771000000000001,79.013000000000005,57.984999999999999,52.292000000000002,57.84,71.334000000000003,74.102000000000004,57.408000000000001
1079, Alabama,Lawrence County,"Lawrence County, Alabama",43.872999999999998,53.148000000000003,77.3,76.623999999999995,52.176000000000002,46.863999999999997,52.487000000000002,80.641000000000005,76.957999999999998,55.377000000000002,46.097000000000001,53.633000000000003,69.513999999999996,71.085999999999999,54.427
1081, Alabama,Lee County,"Lee County, Alabama",51.658000000000001,60.567,80.971999999999994,79.956999999999994,59.137,57.085999999999999,60.106999999999999,84.451999999999998,81.040999999999997,62.191000000000003,57.802,62.365000000000002,75.661000000000001,76.95,61.723999999999997
1083, Alabama,Limestone County,"Limestone County, Alabama",44.136000000000003,52.997999999999998,76.197999999999993,75.861999999999995,52.084000000000003,47.353000000000002,52.478999999999999,79.418000000000006,76.212999999999994,54.555999999999997,48.86,54.145000000000003,69.566000000000003,71.001000000000005,55.168999999999997
1085, Alabama,Lowndes County,"Lowndes County, Alabama",55.429000000000002,64.462000000000003,81.262,81.629000000000005,62.377000000000002,59.451999999999998,63.55,84.462999999999994,81.52,65.370999999999995,60.584000000000003,64.043999999999997,76.623999999999995,77.334000000000003,64.203999999999994
1087, Alabama,Macon County,"Macon County, Alabama",61.793999999999997,65.644999999999996,82.313999999999993,81.412000000000006,63.688000000000002,65.012,65.087000000000003,85.561999999999998,82.75,67.676000000000002,64.852999999999994,66.819999999999993,78.83,79.42,67.281999999999996
1089, Alabama,Madison County,"Madison County, Alabama",53.682000000000002,59.573999999999998,80.658000000000001,80.58,57.484999999999999,57.911000000000001,58.679000000000002,83.832999999999998,81.41,59.612000000000002,57.305999999999997,60.869,76.540000000000006,78.123000000000005,60.094999999999999
1091, Alabama,Marengo County,"Marengo County, Alabama",55.405000000000001,61.253,80.945999999999998,80.066000000000003,59.454999999999998,56.298999999999999,59.264000000000003,83.233000000000004,80.227000000000004,63.152999999999999,55.01,61.064999999999998,74.504000000000005,76.087999999999994,61.503
1093, Alabama,Marion County,"Marion County, Alabama",42.731000000000002,52.991999999999997,77.123999999999995,75.561000000000007,50.161000000000001,45.618000000000002,51.173000000000002,79.713999999999999,75.760000000000005,51.94,44.521999999999998,52.259,67.433000000000007,69.602000000000004,51.29
1095, Alabama,Marshall County,"Marshall County, Alabama",43.32,55.823999999999998,77.870999999999995,76.382999999999996,51.787999999999997,46.119,52.951000000000001,80.682000000000002,76.352999999999994,53.06,44.804000000000002,53.692,68.724000000000004,70.328999999999994,52.703000000000003
1097, Alabama,Mobile County,"Mobile County, Alabama",50.107999999999997,56.151000000000003,81.087000000000003,79.906999999999996,57.292999999999999,54.651000000000003,56.402999999999999,84.016999999999996,80.501000000000005,59.929000000000002,55.322000000000003,58.34,74.927999999999997,76.063999999999993,58.84
1099, Alabama,Monroe County,"Monroe County, Alabama",49.649000000000001,56.991,78.17,78.923000000000002,58.287999999999997,54.265999999999998,56.140999999999998,81.436999999999998,79.444999999999993,60.37,53.801000000000002,57.686,71.722999999999999,74.882999999999996,59.441000000000003
1101, Alabama,Montgomery County,"Montgomery County, Alabama",60.88,62.558,81.558999999999997,81.638000000000005,62.844000000000001,64.936000000000007,62.911000000000001,84.968000000000004,82.248000000000005,66.236999999999995,65.311999999999998,65.248999999999995,78.495000000000005,79.215999999999994,67.031999999999996
1103, Alabama,Morgan County,"Morgan County, Alabama",44.491,55.917999999999999,77.846999999999994,77.331999999999994,52.966000000000001,47.454000000000001,53.686,80.361000000000004,77.486000000000004,54.561,46.957000000000001,55.314,69.546000000000006,72.432000000000002,53.951000000000001
1105, Alabama,Perry County,"Perry County, Alabama",58.814999999999998,63.292999999999999,81.516000000000005,80.834000000000003,62.582000000000001,61.978000000000002,64,85.302000000000007,81.605000000000004,66.760999999999996,62.104999999999997,66.057000000000002,79.010000000000005,78.608999999999995,66.995000000000005
1107, Alabama,Pickens County,"Pickens County, Alabama",52.194000000000003,59.646999999999998,80.385999999999996,78.963999999999999,58.008000000000003,56.055999999999997,59.56,83.397999999999996,79.061999999999998,61.244,55.854999999999997,61.396999999999998,74.59,74.480999999999995,61.124000000000002
1109, Alabama,Pike County,"Pike County, Alabama",49.615000000000002,58.253,78.882999999999996,78.465999999999994,57.841999999999999,56.875,59.776000000000003,83.123000000000005,80.391999999999996,61.19,56.73,60.71,73.566999999999993,76.129000000000005,60.472000000000001
1111, Alabama,Randolph County,"Randolph County, Alabama",45.814,55.006999999999998,77.906000000000006,76.62,52.914000000000001,48.725999999999999,53.686,80.850999999999999,76.835999999999999,54.954000000000001,45.828000000000003,53.378,69.489999999999995,71.004000000000005,53.997999999999998
1113, Alabama,Russell County,"Russell County, Alabama",54.293999999999997,61.185000000000002,80.623000000000005,80.415999999999997,60.622999999999998,57.613,60.155999999999999,83.671000000000006,80.62,63.390999999999998,58.253,62.609000000000002,76.063999999999993,76.988,63.741999999999997
1115, Alabama,St. Clair County,"St. Clair County, Alabama",42.545000000000002,54.283000000000001,77.084999999999994,76.025999999999996,52.061999999999998,45.850999999999999,52.746000000000002,80.024000000000001,76.260999999999996,53.905999999999999,45.636000000000003,54.34,68.927999999999997,70.997,54.029000000000003
1117, Alabama,Shelby County,"Shelby County, Alabama",45.469000000000001,56.710999999999999,78.725999999999999,77.712000000000003,55.895000000000003,50.081000000000003,56.243000000000002,81.965999999999994,78.531000000000006,58.631999999999998,52.069000000000003,58.670999999999999,72.507999999999996,74.412000000000006,58.646999999999998
1119, Alabama,Sumter County,"Sumter County, Alabama",58.32,62.99,81.516000000000005,81.131,63.21,63.758000000000003,64.241,85.736000000000004,82.459000000000003,67.438000000000002,64.010999999999996,66.531999999999996,79.212000000000003,79.396000000000001,67.28
1121, Alabama,Talladega County,"Talladega County, Alabama",47.948999999999998,57.88,78.483999999999995,78.894999999999996,57.124000000000002,51.798999999999999,57.009,81.768000000000001,79.072000000000003,59.701000000000001,53.046999999999997,59.155000000000001,72.001000000000005,74.174999999999997,58.823999999999998
1123, Alabama,Tallapoosa County,"Tallapoosa County, Alabama",47.195999999999998,57.716999999999999,79.11,77.736000000000004,55.021000000000001,50.006999999999998,56.143999999999998,81.858000000000004,78.058999999999997,57.889000000000003,49.89,57.588000000000001,71.63,73.048000000000002,56.945
1125, Alabama,Tuscaloosa County,"Tuscaloosa County, Alabama",50.779000000000003,56.18,79.745999999999995,79.171999999999997,57.347999999999999,55.072000000000003,56.470999999999997,83.528000000000006,80.417000000000002,60.88,56.207000000000001,59.031999999999996,75.680000000000007,76.885999999999996,61.225000000000001
1127, Alabama,Walker County,"Walker County, Alabama",33.936999999999998,51.911000000000001,74.003,76.218999999999994,49.317,38.213999999999999,51.366999999999997,77.906999999999996,76.245999999999995,52.146000000000001,42.533000000000001,51.621000000000002,65.117999999999995,69.611999999999995,50.197000000000003
1129, Alabama,Washington County,"Washington County, Alabama",37.625999999999998,55.808,76.456999999999994,77.641000000000005,51.183999999999997,41.587000000000003,55.197000000000003,80.36,77.680000000000007,54.823,45.591999999999999,54.728999999999999,68.468000000000004,71.203999999999994,52.393999999999998
1131, Alabama,Wilcox County,"Wilcox County, Alabama",58.548000000000002,61.941000000000003,80.713999999999999,80.593000000000004,62.488,61.762,61.82,84.132000000000005,80.858000000000004,66.331999999999994,52.968000000000004,60.183999999999997,71.944999999999993,75.617999999999995,58.249000000000002
1133, Alabama,Winston County,"Winston County, Alabama",41.31,52.247,76.186000000000007,74.659000000000006,49.23,44.463000000000001,51.744,79.36,75.084999999999994,51.655000000000001,44.402999999999999,53.972000000000001,67.317999999999998,68.855000000000004,51.619
2013, Alaska,Aleutians East Borough,"Aleutians East Borough, Alaska",60.087000000000003,64.182000000000002,82.665999999999997,79.522000000000006,60.655000000000001,65.218000000000004,65.254000000000005,85.625,80.034000000000006,64.88,65.194999999999993,67.716999999999999,76.435000000000002,75.48,63.085999999999999
2016, Alaska,Aleutians West Census Area,"Aleutians West Census Area, Alaska",57.965000000000003,64.376999999999995,82.582999999999998,79.986999999999995,60.64,63.183,64.837000000000003,85.578000000000003,80.122,64.159000000000006,58.847999999999999,64.828999999999994,72.783000000000001,74.484999999999999,56.406999999999996
2020, Alaska,Anchorage Municipality,"Anchorage Municipality, Alaska",58.524999999999999,62.628999999999998,84.16,81.430000000000007,60.866999999999997,64.227000000000004,62.295000000000002,86.417000000000002,81.718000000000004,62.337000000000003,66.448999999999998,64.322000000000003,78.164000000000001,77.956999999999994,61.594000000000001
2050, Alaska,Bethel Census Area,"Bethel Census Area, Alaska",58.716999999999999,63.728999999999999,82.343000000000004,79.293000000000006,60.235999999999997,64.201999999999998,64.768000000000001,85.162999999999997,79.772999999999996,64.650999999999996,65.05,67.326999999999998,75.850999999999999,75.16,62.982999999999997
2060, Alaska,Bristol Bay Borough,"Bristol Bay Borough, Alaska",58.628999999999998,64.019000000000005,83.230999999999995,80.269000000000005,59.786000000000001,63.341000000000001,64.784999999999997,86.100999999999999,80.626000000000005,63.887,60.825000000000003,65.304000000000002,74.887,75.28,58.942999999999998
2068, Alaska,Denali Borough,"Denali Borough, Alaska",52.715000000000003,65.322999999999993,83.024000000000001,81.792000000000002,60.167999999999999,58.639000000000003,66.155000000000001,86.215999999999994,81.728999999999999,63.597999999999999,62.215000000000003,66.305999999999997,76.025000000000006,76.334999999999994,60.188000000000002
2070, Alaska,Dillingham Census Area,"Dillingham Census Area, Alaska",59.694000000000003,64.179000000000002,82.921999999999997,79.774000000000001,60.454000000000001,64.573999999999998,65.034999999999997,85.718999999999994,80.141000000000005,64.801000000000002,65.766999999999996,67.933000000000007,77.134,75.86,63.576999999999998
2090, Alaska,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",55.929000000000002,61.962000000000003,82.896000000000001,80.658000000000001,60.052999999999997,61.595999999999997,62.374000000000002,85.825999999999993,81.215999999999994,63.107999999999997,63.91,64.221000000000004,77.114000000000004,77.081999999999994,62.167999999999999
2100, Alaska,Haines Borough,"Haines Borough, Alaska",61.445,65.213999999999999,84.259,80.861000000000004,60.734999999999999,65.096999999999994,65.489999999999995,86.682000000000002,81.075999999999993,64.275000000000006,63.210999999999999,66.438000000000002,76.653999999999996,76.260000000000005,61.055
2105, Alaska,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, Alaska",60.68,65.613,83.748999999999995,80.837000000000003,62.082000000000001,66.453999999999994,66.370999999999995,86.132999999999996,81.441999999999993,65.073999999999998,61.832999999999998,66.001999999999995,73.591999999999999,76.049000000000007,58.167000000000002
2110, Alaska,Juneau City and Borough,"Juneau City and Borough, Alaska",60.073999999999998,64.506,83.992000000000004,81.808000000000007,62.362000000000002,66.83,65.558000000000007,86.588999999999999,82.355000000000004,64.076999999999998,67.808999999999997,67.063000000000002,77.69,78.308000000000007,62.963999999999999
2122, Alaska,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",57.265999999999998,64.471000000000004,82.674000000000007,80.891999999999996,60.436999999999998,61.792999999999999,64.542000000000002,85.352000000000004,81.058999999999997,63.616999999999997,63.622999999999998,65.885000000000005,76.305000000000007,76.667000000000002,62.704999999999998
2130, Alaska,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",59.591000000000001,65.138000000000005,83.680999999999997,80.379000000000005,61.009,64.37,65.588999999999999,86.236000000000004,80.727999999999994,64.191999999999993,65.72,67.819000000000003,77.635999999999996,76.459000000000003,63.685000000000002
2150, Alaska,Kodiak Island Borough,"Kodiak Island Borough, Alaska",61.003999999999998,64.950999999999993,83.647000000000006,80.364000000000004,60.521000000000001,64.942999999999998,65.355999999999995,86.105000000000004,80.552999999999997,64.507000000000005,66.578999999999994,68.201999999999998,77.974000000000004,76.492999999999995,64.334999999999994
2164, Alaska,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",58.899000000000001,64.254000000000005,82.796000000000006,79.819999999999993,60.906999999999996,63.926000000000002,64.691999999999993,85.638000000000005,79.998999999999995,64.629000000000005,64.617000000000004,67.245000000000005,76.823999999999998,75.655000000000001,63.018000000000001
2170, Alaska,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",56.783000000000001,62.377000000000002,82.417000000000002,80.751999999999995,59.52,60.673999999999999,62.244,85.51,80.936000000000007,63.32,63.05,64.278999999999996,77.150999999999996,76.855999999999995,63.317999999999998
2180, Alaska,Nome Census Area,"Nome Census Area, Alaska",58.832000000000001,63.823,82.578000000000003,79.438999999999993,60.162999999999997,63.832000000000001,64.671999999999997,85.462000000000003,79.747,64.471999999999994,65.549000000000007,67.838999999999999,77.028999999999996,75.671999999999997,63.768999999999998
2185, Alaska,North Slope Borough,"North Slope Borough, Alaska",57.631999999999998,64.406000000000006,82.933000000000007,80.308999999999997,62.106999999999999,64.457999999999998,64.721000000000004,85.397999999999996,80.668999999999997,63.933999999999997,66.039000000000001,66.793000000000006,75.763000000000005,76.289000000000001,62.323999999999998
2188, Alaska,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",58.134,64.902000000000001,82.447000000000003,79.882000000000005,62.853000000000002,63.546999999999997,64.307000000000002,85.197000000000003,79.387,64.438000000000002,65.027000000000001,67.367999999999995,76.625,75.141000000000005,63.53
2195, Alaska,Petersburg Census Area,"Petersburg Census Area, Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2198, Alaska,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, Alaska",59.595999999999997,64.453999999999994,83.274000000000001,80.23,60.534999999999997,64.576999999999998,65.103999999999999,85.897000000000006,80.647999999999996,64.224000000000004,64.954999999999998,67.064999999999998,76.596999999999994,76.141999999999996,62.521999999999998
2220, Alaska,Sitka City and Borough,"Sitka City and Borough, Alaska",61.981999999999999,66.78,83.947999999999993,81.825999999999993,63.786999999999999,67.959000000000003,66.819000000000003,86.198999999999998,82.131,65.174000000000007,68.838999999999999,68.543000000000006,77.117000000000004,78.052999999999997,64.013999999999996
2230, Alaska,Skagway Municipality,"Skagway Municipality, Alaska",60.731000000000002,66.947000000000003,84.436999999999998,81.853999999999999,63.502000000000002,66.331000000000003,66.945999999999998,86.563999999999993,82.076999999999998,64.844999999999999,59.901000000000003,64.960999999999999,72.168000000000006,75.863,55.779000000000003
2240, Alaska,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",58.213999999999999,63.985999999999997,83.102999999999994,80.168000000000006,59.247,62.353999999999999,64.646000000000001,85.787999999999997,80.445999999999998,63.280999999999999,63.750999999999998,65.587999999999994,76.798000000000002,75.822000000000003,62.755000000000003
2261, Alaska,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, Alaska",59.121000000000002,64.954999999999998,83.608999999999995,80.792000000000002,60.713000000000001,63.795000000000002,65.808999999999997,86.427999999999997,81.078000000000003,64.403000000000006,64.656000000000006,67.311000000000007,77.316999999999993,76.378,62.761000000000003
2270, Alaska,Wade Hampton Census Area,"Wade Hampton Census Area, Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275, Alaska,Wrangell City and Borough,"Wrangell City and Borough, Alaska",60.335000000000001,64.992999999999995,83.567999999999998,80.662000000000006,60.524000000000001,64.271000000000001,65.238,85.933999999999997,80.570999999999998,63.884999999999998,65.162000000000006,66.908000000000001,76.992000000000004,75.927999999999997,63.21
2282, Alaska,Yakutat City and Borough,"Yakutat City and Borough, Alaska",59.646999999999998,64.355000000000004,83.382999999999996,80.239999999999995,60.281999999999996,64.245000000000005,65.106999999999999,85.983999999999995,80.457999999999998,64.400000000000006,65.397999999999996,67.561000000000007,77.370999999999995,76.201999999999998,63.302
2290, Alaska,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",58.631999999999998,64.278000000000006,82.71,79.930000000000007,61.006,64.766000000000005,65.233000000000004,85.497,80.625,64.707999999999998,63.805999999999997,66.822000000000003,74.813999999999993,75.819999999999993,60.914999999999999
4001, Arizona,Apache County,"Apache County, Arizona",50.75,64.302000000000007,82.855000000000004,83.191000000000003,63.28,57.823,63.985999999999997,86.19,83.32,66.474999999999994,59.05,64.228999999999999,75.751000000000005,77.748000000000005,60.933999999999997
4003, Arizona,Cochise County,"Cochise County, Arizona",52.533000000000001,59.531999999999996,81.731999999999999,79.762,58.796999999999997,57.500999999999998,59.42,84.254999999999995,80.606999999999999,61.198999999999998,57.668999999999997,61.456000000000003,74.566999999999993,75.528000000000006,60.801000000000002
4005, Arizona,Coconino County,"Coconino County, Arizona",56.832000000000001,66.659000000000006,83.293999999999997,82.361000000000004,63.991999999999997,63.664000000000001,67.19,86.9,83.471999999999994,66.736000000000004,65.951999999999998,68.867000000000004,78.81,78.825000000000003,65.277000000000001
4007, Arizona,Gila County,"Gila County, Arizona",54.247999999999998,59.744,81.869,78.412999999999997,57.314,57.634,58.037999999999997,84.061999999999998,78.817999999999998,59.786000000000001,57.067,59.966999999999999,74.227999999999994,73.168999999999997,59.402999999999999
